name,point,type
中科新苑,"[[121.45340304021823, 31.20327454468454]]",1.0
斜土物业小区,"[[121.46647175976396, 31.203278415366626]]",1.0
郁金香花苑,"[[121.46492825963155, 31.203325574915425]]",1.0
上影新村,"[[121.45720139972488, 31.203341459640697]]",1.0
金兰花苑,"[[121.45282164020662, 31.203463455374212]]",1.0
精文苑,"[[121.48720595958744, 31.203465164985417]]",1.0
卢湾都市花园东区,"[[121.47321654021118, 31.203470700312636]]",1.0
瞿四小区,"[[121.48182540032201, 31.203526364749962]]",1.0
海珠公寓,"[[121.457061000265, 31.20358112986534]]",1.0
卫星大楼,"[[121.45373370025021, 31.20358504461413]]",1.0
雅仕阁,"[[121.45826358000035, 31.20359332467219]]",1.0
中国科学院上海分院研究生公寓,"[[121.45362353959476, 31.20370483521006]]",1.0
鼎达公寓,"[[121.47500051995814, 31.203753840167664]]",1.0
黄浦滩名苑,"[[121.48860005984497, 31.203778409645942]]",1.0
莱兴公寓,"[[121.46732352026442, 31.203779805393722]]",1.0
越纪公寓,"[[121.48640459979256, 31.203783900006997]]",1.0
兴南花园,"[[121.45410449972293, 31.203795645153008]]",1.0
金中苑,"[[121.48714601977308, 31.20384509977154]]",1.0
原水公寓,"[[121.47917957957392, 31.203851445387926]]",1.0
嘉乐公寓,"[[121.45477608015197, 31.203946844571234]]",1.0
局三小区,"[[121.48042248041315, 31.203963675383356]]",1.0
锦绣阁,"[[121.4583638400193, 31.203993374594624]]",1.0
华泰大厦,"[[121.45242077999502, 31.20413247003752]]",1.0
唐家宅小区,"[[121.48452108038359, 31.204140840027733]]",1.0
爱心公寓,"[[121.47397830015848, 31.20436178996475]]",1.0
明德坊,"[[121.46886702039674, 31.204362420389437]]",1.0
海悦花园,"[[121.46930802004917, 31.20444319479767]]",1.0
云福大厦,"[[121.45748201967953, 31.20446160032268]]",1.0
汝南街小区,"[[121.47999156036221, 31.204722644734282]]",1.0
嘉瑞花苑,"[[121.45825368026314, 31.20482290475332]]",1.0
长春苑,"[[121.46737374020594, 31.20486952470886]]",1.0
明珠家园,"[[121.48339896029384, 31.204878794920482]]",1.0
锦城公寓,"[[121.46608098005325, 31.204897154580053]]",1.0
衡园,"[[121.45902551981195, 31.204954259731416]]",1.0
永厦大楼,"[[121.48427087999721, 31.20499035042443]]",1.0
弘辉名苑,"[[121.48472196015044, 31.20502117468748]]",1.0
人才大厦,"[[121.4725050002056, 31.205158785349724]]",1.0
鼎新大楼,"[[121.45590863957219, 31.205268449579336]]",1.0
瑞嘉公寓,"[[121.4606390402596, 31.205287079934905]]",1.0
华业公寓,"[[121.46759423958257, 31.20529977026822]]",1.0
白云公寓,"[[121.47283584010196, 31.205339325149815]]",1.0
市民新村,"[[121.48777836008333, 31.20546640475088]]",1.0
南塘公寓,"[[121.46783489996076, 31.205500155407904]]",1.0
海丽花园,"[[121.46583041993802, 31.205526480362828]]",1.0
驰骋住宅楼,"[[121.48910153980432, 31.20558894007756]]",1.0
徐汇瑞峰鼎园,"[[121.46102981997024, 31.20559771476281]]",1.0
襄阳公寓,"[[121.45324284038483, 31.205673450269565]]",1.0
安佳公寓,"[[121.4754816599507, 31.20571404027079]]",1.0
蒙自大楼,"[[121.4736074997864, 31.205760615260253]]",1.0
南泰公寓,"[[121.49059680030214, 31.20584323507729]]",1.0
怡绿公寓,"[[121.47654402009047, 31.205845934842053]]",1.0
物华阁,"[[121.45674041983453, 31.20587977543132]]",1.0
联海小区,"[[121.47665417984663, 31.205886120148335]]",1.0
德玛公寓,"[[121.45884515987635, 31.205913615121304]]",1.0
西凌新邨（一村）,"[[121.48153487973096, 31.20594502484306]]",1.0
汇景苑,"[[121.45740191976287, 31.2059809347724]]",1.0
局门路405弄,"[[121.47800724044193, 31.20600856464359]]",1.0
银杏家园南区,"[[121.47128244023244, 31.20601626014232]]",1.0
雾晓大楼,"[[121.48947269990528, 31.206099735214686]]",1.0
银杏家园,"[[121.47095178020064, 31.206205619593725]]",1.0
桃源兴城苑,"[[121.47218441977523, 31.20622784993538]]",1.0
丽园新村,"[[121.47884910030578, 31.20629998455668]]",1.0
林晖阁,"[[121.45629960004658, 31.206308805107284]]",1.0
金环大厦,"[[121.45382405963267, 31.206324285137697]]",1.0
新中苑生活大师,"[[121.48410059966294, 31.20641955032206]]",1.0
西凌新邨,"[[121.48135451979536, 31.20643453482601]]",1.0
海华花园,"[[121.465289340131, 31.20652516490447]]",1.0
益元大楼1671号楼组,"[[121.49009585993615, 31.20654159012237]]",1.0
桃源兴城苑一期,"[[121.47269561960721, 31.206608639976835]]",1.0
兴文大楼,"[[121.48109405994299, 31.20662398510885]]",1.0
联兴大厦,"[[121.45828391996704, 31.206672314675686]]",1.0
华福新邨,"[[121.45296222043018, 31.206702600244846]]",1.0
垃都邨,"[[121.45308245978777, 31.20674278465185]]",1.0
同济·蓬莱家园,"[[121.48729775968386, 31.206775275358687]]",1.0
文昌阁,"[[121.45644990014284, 31.20677892031094]]",1.0
裕和公寓,"[[121.47971094040756, 31.20683139035649]]",1.0
福德坊,"[[121.45265153973682, 31.20686194482291]]",1.0
大同花园,"[[121.46949864035005, 31.20687274478135]]",1.0
华电公寓,"[[121.47410879988124, 31.20689115030637]]",1.0
益元大楼1667号楼组,"[[121.49054027971019, 31.206893400410117]]",1.0
永业仁德坊,"[[121.47562206030986, 31.206893895037297]]",1.0
江南世纪新苑,"[[121.47710525999977, 31.206906630336782]]",1.0
阳光四季公寓,"[[121.45390434031307, 31.20697421978442]]",1.0
合群坊,"[[121.45304250021131, 31.206982634740797]]",1.0
梧桐花园A座,"[[121.45534758042655, 31.207096800077267]]",1.0
科凌公寓,"[[121.48154514009613, 31.207114665109742]]",1.0
达新大楼,"[[121.47607295969942, 31.207164615254833]]",1.0
步高苑,"[[121.4578429203145, 31.207201334573973]]",1.0
庆隆大楼,"[[121.481835659788, 31.20729511497759]]",1.0
梧桐花园B座,"[[121.45603896032983, 31.207587884773112]]",1.0
桑塔纳大厦,"[[121.4777467796902, 31.207687515266656]]",1.0
上海大众汽车公寓,"[[121.4775664197546, 31.207747185284383]]",1.0
大同小区,"[[121.4678649598001, 31.207769414726755]]",1.0
梵高馆,"[[121.45676057993683, 31.2077791345994]]",1.0
巴黎时韵,"[[121.4531827198067, 31.207802624891244]]",1.0
东风大厦,"[[121.47829793999799, 31.207858470092418]]",1.0
冠浦花园,"[[121.48047270035485, 31.20795238539435]]",1.0
瞿溪新村,"[[121.48960122022012, 31.207962375063623]]",1.0
北方花苑,"[[121.48586460007127, 31.207992255038647]]",1.0
天平路8号小区,"[[121.45735187968555, 31.20805012461365]]",1.0
豫欣公寓,"[[121.48059311957684, 31.20822252015327]]",1.0
东都公寓,"[[121.4705008799117, 31.20823408543471]]",1.0
祥安公寓,"[[121.47598296004564, 31.208254109739414]]",1.0
丽丽小区,"[[121.4777768404289, 31.20825734999672]]",1.0
瞿二小区,"[[121.48349940017728, 31.208357789880154]]",1.0
顺风公寓,"[[121.47127253959604, 31.208435414862507]]",1.0
北蒙三小区,"[[121.47138288011595, 31.208455619930973]]",1.0
复兴佳苑,"[[121.47859872005495, 31.208528789671995]]",1.0
蒙西小区,"[[121.47053093975111, 31.208534055202584]]",1.0
开城新苑,"[[121.47209442012154, 31.208566904738916]]",1.0
嘉御庭西区,"[[121.45543775994472, 31.20863643042697]]",1.0
瑞金花园,"[[121.45997772019564, 31.20869470469691]]",1.0
凌北公寓,"[[121.48152515985832, 31.208744070282663]]",1.0
富源公寓,"[[121.46567022010461, 31.208835060089996]]",1.0
双钱公寓,"[[121.46505894011807, 31.208893919818557]]",1.0
嘉御庭,"[[121.45576859984116, 31.20890696988083]]",1.0
伯爵居,"[[121.46311475963853, 31.208920379671795]]",1.0
伯爵居A座,"[[121.46311475963853, 31.208920379671795]]",1.0
伯爵居B座,"[[121.46311475963853, 31.208920379671795]]",1.0
绿叶公寓,"[[121.4878570201854, 31.208968890002303]]",1.0
帝庭,"[[121.467544380269, 31.209028425121808]]",1.0
天苑楼,"[[121.4666325000899, 31.20911671516437]]",1.0
大同花园北区,"[[121.46865696035049, 31.209160409625312]]",1.0
天天花园,"[[121.46667245966634, 31.209196770114865]]",1.0
黄浦华庭,"[[121.48565778028241, 31.209242940409382]]",1.0
步高里,"[[121.4574922800448, 31.2092799753906]]",1.0
明德邨,"[[121.46223276033365, 31.209398595069125]]",1.0
勤乐邨,"[[121.46300442001807, 31.20944998502879]]",1.0
深发展公寓,"[[121.46342544033187, 31.209510735132405]]",1.0
平原坊,"[[121.4637962398047, 31.209541380430437]]",1.0
城申公寓,"[[121.47764670043492, 31.20958669457034]]",1.0
福苑楼,"[[121.46644205965342, 31.209606225147233]]",1.0
嘉善公寓,"[[121.4559689400146, 31.209657074614356]]",1.0
天成里,"[[121.46429736003516, 31.20970225475532]]",1.0
年平花苑,"[[121.45532760018864, 31.209755849852655]]",1.0
豫景公寓,"[[121.48710714028235, 31.209777990262076]]",1.0
百花公寓,"[[121.48435422017118, 31.20981003040861]]",1.0
华浩苑,"[[121.4809840800514, 31.209902684861078]]",1.0
新地大厦,"[[121.49360532032938, 31.20990655464388]]",1.0
永理二小区南区,"[[121.46686290010284, 31.209936840213047]]",1.0
原水小区,"[[121.46543982009167, 31.20998422459231]]",1.0
运泰公寓,"[[121.47788718004936, 31.209986970222523]]",1.0
东元坊,"[[121.49121186013933, 31.210000290081425]]",1.0
原水小区,"[[121.4792702995848, 31.210169445363654]]",1.0
上海市教育局职工住宅,"[[121.48903817986817, 31.210184205037045]]",1.0
锦绣家园,"[[121.48163550037806, 31.210193745045295]]",1.0
雅士公寓,"[[121.4925922799099, 31.21021430984254]]",1.0
曲圆,"[[121.4613809998333, 31.210216739810768]]",1.0
高城苑,"[[121.47839837988134, 31.21025782533846]]",1.0
瑞雪大楼1,"[[121.45888548008085, 31.2103421547667]]",1.0
瑞雪小区,"[[121.45971726034338, 31.210353675082068]]",1.0
瑞雪大楼2,"[[121.45941666015082, 31.210373114827433]]",1.0
振颖苑,"[[121.46729400001816, 31.210417484679226]]",1.0
瑞雪大楼3,"[[121.45995791982213, 31.210434089761428]]",1.0
安宁邨,"[[121.45776300026225, 31.21048003522548]]",1.0
黄浦丽园,"[[121.48166556021748, 31.210533675288985]]",1.0
思南88,"[[121.46633189989734, 31.210635644919144]]",1.0
汇龙新城,"[[121.47051114027698, 31.21065328512107]]",1.0
永理二小区,"[[121.4666024402504, 31.21066615531886]]",1.0
爱麦新邨,"[[121.45779306010175, 31.21073999955137]]",1.0
惠国公寓,"[[121.48847819990905, 31.210783515047197]]",1.0
东物公寓,"[[121.49064126008616, 31.210799850332855]]",1.0
文元坊,"[[121.45803371958058, 31.21083044976553]]",1.0
德昌公寓,"[[121.48636842006658, 31.210837469873404]]",1.0
东元坊西区,"[[121.4890713001005, 31.21084534523652]]",1.0
海潮新村,"[[121.49264591997323, 31.210885619575762]]",1.0
南国大厦,"[[121.48972505956397, 31.21088733008625]]",1.0
永嘉51街坊小区,"[[121.4617818600449, 31.210927244696627]]",1.0
惠安坊,"[[121.45830425993373, 31.21093088964888]]",1.0
思南公寓,"[[121.46442767989353, 31.210962075439447]]",1.0
瑞金新苑,"[[121.46949882021444, 31.2109913249897]]",1.0
锦凯华苑,"[[121.48352568016604, 31.21099947014953]]",1.0
中汇公寓,"[[121.47528149964157, 31.211031870024847]]",1.0
永业公寓,"[[121.47511122020674, 31.211041544931412]]",1.0
仁宝公寓,"[[121.49282789958798, 31.211046404867687]]",1.0
吉大公寓,"[[121.4643976200542, 31.211081955068252]]",1.0
城信大厦,"[[121.48293366006048, 31.21117802964241]]",1.0
黄浦新苑,"[[121.47958098027814, 31.21117965022075]]",1.0
慎成里,"[[121.45439573977163, 31.21118365490178]]",1.0
甘邨,"[[121.45510727977721, 31.21131491994764]]",1.0
瑞金花园,"[[121.46143121977501, 31.211376435374255]]",1.0
中福花苑·浦江汇,"[[121.4962164002667, 31.21139627981448]]",1.0
永理二小区,"[[121.46489874028475, 31.21151274022087]]",1.0
丰记码头街小区,"[[121.49978958032486, 31.211546894673553]]",1.0
嘉嘉大楼,"[[121.4545359602664, 31.211633744901455]]",1.0
绍兴路52弄,"[[121.45986774030405, 31.211643509740256]]",1.0
和玫坊,"[[121.46526953975749, 31.211653365410584]]",1.0
瑞德公寓,"[[121.46323517975978, 31.211699624737975]]",1.0
永嘉公寓,"[[121.45555818006596, 31.21177558507528]]",1.0
嘉华豪庭,"[[121.45739237975454, 31.211868914918604]]",1.0
建德小区,"[[121.46370624015091, 31.21188043523388]]",1.0
徽宁小区,"[[121.48485605985938, 31.211894745246347]]",1.0
开泰里,"[[121.49978274008137, 31.211927414918293]]",1.0
嘉善小区,"[[121.45483674032334, 31.211964180102875]]",1.0
南浦公寓,"[[121.49304371979193, 31.21196859037822]]",1.0
百汇大厦,"[[121.47577272013501, 31.211982449830295]]",1.0
兴顺东里一弄,"[[121.45459607994523, 31.211983754746562]]",1.0
新兴顺里第一衖,"[[121.45480667958465, 31.212054134790577]]",1.0
黄浦新苑东区2号楼,"[[121.48190298033829, 31.212096480268457]]",1.0
兴顺东里二弄,"[[121.4545460398679, 31.21213360518182]]",1.0
金谷邨,"[[121.46101020036056, 31.212205380074337]]",1.0
新兴顺里第二衖,"[[121.45476654014372, 31.212223964564373]]",1.0
兴顺东里三弄,"[[121.45448592018907, 31.21229344528635]]",1.0
新兴顺里第三衖,"[[121.4547165000665, 31.21237385996571]]",1.0
海洲国际华园,"[[121.48941006032615, 31.21238875543679]]",1.0
兴顺东里四弄,"[[121.45445586034975, 31.212453330356958]]",1.0
海洲丽园,"[[121.48407504003112, 31.212483390196283]]",1.0
园景苑,"[[121.47757668011977, 31.21249554003724]]",1.0
新兴顺里第四衖,"[[121.4547064195657, 31.212563759909656]]",1.0
黄浦新苑东区,"[[121.48132247964872, 31.21256551538631]]",1.0
兴顺东里五弄,"[[121.45443588011184, 31.212603269825088]]",1.0
百汇公寓,"[[121.49362116008857, 31.212741465046662]]",1.0
兴顺南里二衖,"[[121.45353389966976, 31.212741554978813]]",1.0
丽园公寓,"[[121.48225776018752, 31.212768555324594]]",1.0
丽南公寓,"[[121.48557353988704, 31.212778185265087]]",1.0
中福花苑,"[[121.49400402036929, 31.21278250470882]]",1.0
兴顺东里六弄,"[[121.45442579961104, 31.212793169769036]]",1.0
天柱山路小区,"[[121.4893918796316, 31.212839385029632]]",1.0
上海理工大学中英国际学院第四女生宿舍,"[[121.45616963991698, 31.212846315205354]]",1.0
兴顺南里一衖,"[[121.4541752403951, 31.212892665364265]]",1.0
金汇园,"[[121.48813620032547, 31.212895814790052]]",1.0
海潮公寓,"[[121.49207099957697, 31.21290729013934]]",1.0
黄浦新苑东区1号楼,"[[121.48149474029012, 31.212916560350962]]",1.0
长寿里,"[[121.45318308043485, 31.21293087036343]]",1.0
兴顺北里二衖,"[[121.45341366031218, 31.21295125529619]]",1.0
永明大厦,"[[121.48237944025905, 31.213019295304306]]",1.0
