Point,Type,NAME,KIND,ADMINCODE,ADDRESS
"[[121.38239699999997, 31.178861685000047]]",4,灿虹聚富大厦,AF00,310112,吴中路1079
"[[121.43693016000003, 31.178918879999983]]",4,华富大厦B座,AF00,310104,龙华西路585号
"[[121.43693016000003, 31.178918879999983]]",4,华富大厦A座,AF00,310104,龙华西路585号
"[[121.43693016000003, 31.178918879999983]]",4,华富大厦,AF00,310104,龙华西路585号
"[[121.36772016000002, 31.17906278999999]]",4,虹桥晶座,AF00,310112,虹井路280弄2号
"[[121.40504657999995, 31.17915404999999]]",4,现代物流大厦,AF00,310104,钦江路102
"[[121.38138773999995, 31.179182220000012]]",4,炫润国际大厦,AF00,310112,吴中路1100
"[[121.38367572, 31.179210435000037]]",4,灿虹世纪广场,AF00,310112,吴中路1029
"[[121.43042784, 31.17939831000004]]",4,宜家办公楼,AF00,310104,漕溪路128号
"[[121.39741331999997, 31.179409740000008]]",4,科华生物工程公司新建研发生产楼,AF00,310104,钦州北路1189号
"[[121.38237684, 31.179411270000045]]",4,燎申国际大厦,AF00,310112,吴中路1068号
"[[121.59698003999998, 31.17950982000003]]",4,金创大厦1号楼,AF00,310115,金科路4560
"[[121.39586459999998, 31.17971070000004]]",4,智汇大楼,AF00,310104,钦州北路1198号82号楼
"[[121.38352560000001, 31.17979012500004]]",4,亚繁广场,AF00,310112,吴中路1050
"[[121.3974729, 31.179959280000002]]",4,漕河泾科汇大厦,AF00,310104,钦州北路1188号
"[[121.40493623999998, 31.180193460000016]]",4,光启大楼,AF00,310104,钦州北路1001号12号楼
"[[121.36986755999996, 31.18033016999996]]",4,星发大厦,AF00,310112,金汇路465－1临
"[[121.38041808000003, 31.180332060000026]]",4,惠昌大楼,AF00,310112,万源路2729号
"[[121.40255826000003, 31.18037503500003]]",4,漕河泾软件大厦,AF00,310104,虹漕路461号
"[[121.37524272, 31.180376025000022]]",4,富群商务大厦A座,AF00,310112,合川路3089号
"[[121.38222654, 31.180450589999975]]",4,虹桥盛世莲花广场B幢,AF00,310112,吴中路1050号
"[[121.38231635999998, 31.180520474999984]]",4,虹桥盛世莲花广场5幢北楼,AF00,310112,吴中路1050号
"[[121.43857464000004, 31.18069183500004]]",4,徐汇苑大厦,AF00,310104,中山南二路1089号
"[[121.50633581999999, 31.180742594999977]]",4,东明商务办公楼,AF00,310115,东明路651弄2号楼
"[[121.38307559999998, 31.18075969499997]]",4,虹桥盛世莲花广场A幢,AF00,310112,吴中路1050号
"[[121.38307559999998, 31.18075969499997]]",4,虹桥盛世莲花广场,AF00,310112,吴中路1050号
"[[121.60026126000002, 31.18149940499998]]",4,炬芯研发大楼,AF00,310115,中科路
"[[121.43552922000003, 31.181576985000003]]",4,东亚大厦,AF00,310104,中山南二路1500号
"[[121.37443289999996, 31.18187547000001]]",4,莱茵·虹桥中心B幢,AF00,310112,合川路3051号
"[[121.42147139999994, 31.182043499999967]]",4,环线广场,AF00,310104,宜山路515号
"[[121.42147139999994, 31.182043499999967]]",4,环线广场二号楼,AF00,310104,宜山路515号
"[[121.42802501999996, 31.18220477999999]]",4,华鼎大楼南楼,AF00,310104,中山西路2368－1临
"[[121.37483231999997, 31.182254865000047]]",4,莱茵·虹桥中心,AF00,310112,合川路3051号
"[[121.37483231999997, 31.182254865000047]]",4,莱茵·虹桥中心A幢,AF00,310112,合川路3051号
"[[121.42496897999997, 31.182299775000033]]",4,立信大厦,AF00,310104,中山西路2330弄2号
"[[121.42111067999994, 31.18242271499999]]",4,环线广场一号楼,AF00,310104,宜山路515号
"[[121.42753416000002, 31.182514019999996]]",4,华鼎大厦,AF00,310104,中山西路2368号
"[[121.41632015999997, 31.182533910000043]]",4,华京商务大厦,AF00,310104,钦州北路188
"[[121.44137184000002, 31.183036784999995]]",4,中煌大厦,AF00,310104,中山南二路1007号
"[[121.26109734000002, 31.183098345000026]]",4,徐泾镇建设大楼,AF00,310118,明珠路800
"[[121.37715971999998, 31.183262325000005]]",4,凯虹大厦,AF00,310112,紫乐路8号
"[[121.42073988, 31.183381710000024]]",4,中华门大厦,AF00,310104,宜山路520号
"[[121.42808604000004, 31.183635060000025]]",4,明申中心大厦,AF00,310104,凯旋路3131号
"[[121.39216613999994, 31.18369045499999]]",4,金虹桥广场C座,AF00,310112,吴中路682－3临
"[[121.39216613999994, 31.18369045499999]]",4,金虹桥广场,AF00,310112,吴中路682－3临
"[[121.42105056000003, 31.183692165000043]]",4,景鸿大楼,AF00,310104,宜山路508号
"[[121.42244358, 31.183704720000016]]",4,华宜大厦2号楼,AF00,310104,中山西路2020号
"[[121.31538875999996, 31.183754220000026]]",4,经纬汇,AF00,310112,申长路
"[[121.42229328, 31.183784415000037]]",4,华宜大厦裙楼,AF00,310104,中山西路2020号
"[[121.42229328, 31.183784415000037]]",4,华宜大厦,AF00,310104,中山西路2020号
"[[121.42208286, 31.18387400999999]]",4,华宜大厦1号楼,AF00,310104,中山西路2020号
"[[121.48347455999999, 31.18391397000001]]",4,华能上海大厦,AF00,310115,世博馆路
"[[121.42561067999995, 31.184010404999995]]",4,徐汇晶典大厦,AF00,310104,中山西路2281号
"[[121.4266428, 31.184132220000038]]",4,中油企业大厦,AF00,310104,凯进路151号
"[[121.44896748000001, 31.184249444999967]]",4,上海城建大厦,AF00,310104,宛平南路1033
"[[121.36793759999998, 31.18427860499998]]",4,金汇广场B座,AF00,310112,红松路148号
"[[121.69394297999997, 31.18442327999996]]",4,绿地东海岸国际广场9号楼,AF00,310115,川沙路5558号绿地东海岸国际广场
"[[121.55124653999997, 31.184486999999994]]",4,隆德丰商业综合楼,AF00,310115,沪南路999号
"[[121.42103057999998, 31.18450184999998]]",4,百第宜山大楼甲楼,AF00,310104,中山西路2006甲
"[[121.42118087999998, 31.18451211000003]]",4,百第宜山大楼,AF00,310104,中山西路2006号
"[[121.42118087999998, 31.18451211000003]]",4,百第宜山大楼主楼,AF00,310104,中山西路2006号
"[[121.42314521999998, 31.18451570999997]]",4,永升大厦,AF00,310104,中山西路2025号
"[[121.39146647999996, 31.184520345]]",4,金虹桥广场D座,AF00,310112,吴中路686弄2号
"[[121.36799753999996, 31.184548335000006]]",4,金汇广场,AF00,310112,红松路148－2临
"[[121.36799753999996, 31.184548335000006]]",4,金汇广场A座,AF00,310112,红松路148－2临
"[[121.39378434, 31.18454851500002]]",4,吴中大厦,AF00,310112,吴中路618临
"[[121.39193592, 31.184619884999975]]",4,金虹桥广场E座,AF00,310112,吴中路686弄2号
"[[121.42566072000001, 31.184760240000042]]",4,宏屹广场,AF00,310104,凯进路187
"[[121.48003295999999, 31.184823824999974]]",4,中国黄金大厦,AF00,310115,长清北路
"[[121.37544071999994, 31.18488237000002]]",4,华鑫科技大厦,AF00,310112,虹中路395～397号
"[[121.5500931, 31.184923904999994]]",4,金钵大厦,AF00,310115,沪南路938号
"[[121.26025745999998, 31.184927595000033]]",4,恒润大厦,AF00,310118,
"[[121.43298671999997, 31.18504338000002]]",4,飞洲国际广场,AF00,310104,零陵路899
"[[121.69518102, 31.18507091999999]]",4,绿地东海岸国际广场B座,AF00,310115,绣川路561
"[[121.69525086000002, 31.185090810000037]]",4,绿地东海岸国际广场A座,AF00,310115,绣川路581号
"[[121.69525086000002, 31.185090810000037]]",4,绿地东海岸国际广场,AF00,310115,川沙路5558号
"[[121.42063979999998, 31.18509094499996]]",4,凯托大厦,AF00,310104,中山西路1858号
"[[121.69464192, 31.18509180000003]]",4,绿地东海岸国际广场8号楼,AF00,310115,川沙路5558弄8
"[[121.42154178, 31.185202545000045]]",4,申隧设计大厦,AF00,310104,中山西路1999号
"[[121.69403279999995, 31.185432584999983]]",4,绿地东海岸国际广场5号楼,AF00,310115,川沙路5558号绿地东海岸国际广场
"[[121.41983807999999, 31.18544937000004]]",4,兆丰环球大厦,AF00,310104,中山西路1800号
"[[121.43936951999999, 31.185473895000026]]",4,北海大厦,AF00,310104,天钥桥路859
"[[121.42423764000003, 31.185497385000016]]",4,光启城,AF00,310104,宜山路425号
"[[121.69336392000002, 31.185553634999962]]",4,绿地东海岸国际广场3号楼,AF00,310115,川沙路5558号绿地东海岸国际广场
"[[121.42114091999997, 31.185561690000007]]",4,北科大厦A座,AF00,310104,中山西路1919号
"[[121.69452204000002, 31.185581714999977]]",4,绿地东海岸国际广场6号楼,AF00,310115,川沙路5558号绿地东海岸国际广场
"[[121.34504466000003, 31.185639539999965]]",4,东航上海飞行部综合楼,AF00,310105,迎宾三路288
"[[121.53358205999999, 31.185661500000005]]",4,锦康大楼,AF00,310115,北艾路801
"[[121.42141145999997, 31.185672165]]",4,北科大厦,AF00,310104,中山西路1919号
"[[121.42141145999997, 31.185672165]]",4,北科大厦B座,AF00,310104,中山西路1919号
"[[121.42305503999998, 31.185825120000043]]",4,七建大厦,AF00,310104,宜山路439号
"[[121.41883584000001, 31.185827414999967]]",4,长春商务楼,AF00,310104,中山西路1788弄58号
"[[121.69349352, 31.185903240000023]]",4,绿地东海岸国际广场1号楼,AF00,310115,川沙路5558号绿地东海岸国际广场
"[[121.49964126000003, 31.18599004500001]]",4,交运巴士大厦,AF00,310115,高科西路562号
"[[121.27884407999997, 31.18602771000002]]",4,YAMAKAWA,AF00,310118,蟠中路388弄1号
"[[121.45335749999998, 31.18606694999998]]",4,绿地·汇中心,AF00,310104,东安路562
"[[121.37855723999998, 31.18623894]]",4,莲荷国生活馆,AF00,310112,虹中路388弄16号
"[[121.42479888000003, 31.186268145000017]]",4,众新商务楼,AF00,310104,凯进路22临
"[[121.38023574000003, 31.186427489999968]]",4,圣伦兰商务大楼,AF00,310112,虹梅路3215弄201号
"[[121.6941525, 31.186451835000028]]",4,绿地东海岸国际广场2号楼,AF00,310115,川沙路5558弄2
"[[121.37185314000004, 31.186623780000044]]",4,银洲国际B座,AF00,310112,程家桥路288号
"[[121.31458055999997, 31.186634400000035]]",4,隆视广场,AF00,310112,核心区南北片区南05申长路路东
"[[121.37958612000003, 31.18673776499997]]",4,智地大厦,AF00,310112,程家桥支路201号
"[[121.38138449999997, 31.186776329999965]]",4,力玮科技大楼,AF00,310112,虹梅路3203号
"[[121.50000252, 31.186820699999995]]",4,尚电大厦,AF00,310115,高科西路551号
"[[121.37065415999996, 31.186834514999983]]",4,银洲国际,AF00,310112,程家桥路258临
"[[121.37065415999996, 31.186834514999983]]",4,银洲国际A座,AF00,310112,程家桥路258临
"[[121.42927889999997, 31.18709605500004]]",4,诚悦楼,AF00,310104,裕德路126边门临
"[[121.34533391999997, 31.187108384999995]]",4,上海国航大厦,AF00,310105,迎宾三路199
"[[121.40103780000001, 31.187371905000038]]",4,云峰大厦,AF00,310112,吴中路478号
"[[121.42806623999999, 31.18738374000004]]",4,徐汇商务大厦,AF00,310104,文定路199号
"[[121.43649473999997, 31.18744908000003]]",4,光启文化广场,AF00,310104,斜土路2899临
"[[121.43649473999997, 31.18744908000003]]",4,光启文化广场A座,AF00,310104,斜土路2899临
"[[121.40019846000001, 31.18745232000003]]",4,涵博大厦,AF00,310112,吴中路500
"[[121.40796311999995, 31.187567834999996]]",4,美恒大厦,AF00,310112,吴中路369
"[[121.43649473999997, 31.18770900000004]]",4,光启文化广场B座,AF00,310104,斜土路2899临
"[[121.41621018000002, 31.187731949999986]]",4,百丽国际广场,AF00,310104,柳州路928号
"[[121.43316744, 31.187892869999978]]",4,上海电影集团办公楼B座,AF00,310104,漕溪北路595号
"[[121.45382963999995, 31.187957985000036]]",4,上海绿地中心B座,AF00,310104,龙华中路600号
"[[121.38188346000004, 31.187985029999965]]",4,红春大厦,AF00,310112,虹梅路3213号
"[[121.31342280000001, 31.18799569499996]]",4,上海·宝业中心,AF00,310112,核心区南北片区南02申长路路东
"[[121.43833883999997, 31.18800226499997]]",4,森本大楼,AF00,310104,天钥桥路567号
"[[121.324329, 31.188005774999993]]",4,航空业务楼,AF00,310112,虹翔三路80
"[[121.43756717999999, 31.188040874999967]]",4,英雄大厦,AF00,310104,斜土路2669号
"[[121.39979849999996, 31.188112200000006]]",4,古北·亚繁国际广场,AF00,310112,古北路1881号
"[[121.45418046000003, 31.188128625000033]]",4,上海绿地中心A座,AF00,310104,龙华中路596号
"[[121.45418046000003, 31.188128625000033]]",4,上海绿地中心,AF00,310104,龙华中路596号
"[[121.42435805999996, 31.18834660500004]]",4,上海城市国际建材大厦,AF00,310104,宜山路407号
"[[121.43381886, 31.18852385999996]]",4,上海电影集团办公楼A座,AF00,310104,漕溪北路595号
"[[121.43381886, 31.18852385999996]]",4,上海电影集团办公楼,AF00,310104,漕溪北路595号
"[[121.43877983999997, 31.188532905]]",4,海高大厦,AF00,310104,斜土路2600号
"[[121.40953560000003, 31.188549465000037]]",4,汇锦商务大厦,AF00,310112,吴中路259号
"[[121.41718236, 31.188703409999984]]",4,宏汇国际广场B座,AF00,310104,中山西路1602号
"[[121.38342174000003, 31.188713265]]",4,泰豪大厦,AF00,310112,虹梅路3211
"[[121.41907650000005, 31.188716865000032]]",4,技贸大厦,AF00,310104,中山西路1525号
"[[121.41907650000005, 31.188716865000032]]",4,技贸广场,AF00,310104,中山西路1525号
"[[121.41733266, 31.188773655000023]]",4,宏汇国际广场,AF00,310104,中山西路1600号
"[[121.41733266, 31.188773655000023]]",4,宏汇国际广场A座,AF00,310104,中山西路1600号
"[[121.43345814, 31.188813075]]",4,上海电影集团办公楼C座,AF00,310104,漕溪北路595号
"[[121.43176452000003, 31.188829994999978]]",4,宏汇大厦,AF00,310104,漕溪北路468
"[[121.58646372, 31.188872295000014]]",4,浦东国际人才城,AF00,310115,科苑路1300号
"[[121.43842901999997, 31.188902129999995]]",4,嘉汇广场1号楼,AF00,310104,斜土路2601号
"[[121.43842901999997, 31.188902129999995]]",4,嘉汇广场,AF00,310104,斜土路2601号
"[[121.41864558, 31.189045949999993]]",4,大众大厦,AF00,310104,中山西路1515号
"[[121.43734668000005, 31.189060080000008]]",4,申峰大厦,AF00,310104,天钥桥路438号
"[[121.52618927999998, 31.189061340000023]]",4,外贸大楼,AF00,310115,高科西路1862
"[[121.38859692000004, 31.189128975000024]]",4,虹欣大厦,AF00,310112,虹许路408号
"[[121.39840926000002, 31.189182435000006]]",4,民生大楼,AF00,310112,古北南路1877
"[[121.43853935999996, 31.189212224999984]]",4,嘉汇广场2号楼,AF00,310104,斜土路2601号
"[[121.42612205999998, 31.18925951999999]]",4,汇鑫国际,AF00,310104,蒲汇塘路150
"[[121.38980579999996, 31.189277925000003]]",4,上海虹桥元一大厦,AF00,310112,红松东路1116号
"[[121.41224154000001, 31.189324140000007]]",4,建工·汇豪商务广场,AF00,310112,吴中路51
"[[121.38849684000002, 31.189568714999993]]",4,尼克互盛大楼,AF00,310112,虹许路528
"[[121.31239464000004, 31.18957668000003]]",4,虹桥绿谷,AF00,310112,核心区I期08地块西至申长路
"[[121.43183471999997, 31.189649850000045]]",4,汇智大厦,AF00,310104,漕溪北路398
"[[121.4108685, 31.189701509999967]]",4,宝鼎·古北广场,AF00,310104,吴中路52号
"[[121.43881997999999, 31.189712579999995]]",4,嘉汇广场3号楼,AF00,310104,斜土路2601号
"[[121.56580872000004, 31.18983263999998]]",4,金茂商务楼,AF00,310115,华中路88号
"[[121.50596376000003, 31.189906889999996]]",4,丰华园5号楼,AF00,310115,东方路3601
"[[121.50630504000003, 31.18996786499998]]",4,丰华园9号楼,AF00,310115,东方路3601
"[[121.44064410000001, 31.18999580999998]]",4,东影大楼,AF00,310104,斜土路2570
"[[121.43951154000001, 31.190003730000015]]",4,嘉汇国际广场D座,AF00,310104,斜土路2601号
"[[121.41474714000003, 31.190068485000044]]",4,新概念大厦,AF00,310104,吴中路39号
"[[121.42992042000003, 31.190146154999987]]",4,天文综合楼,AF00,310104,南丹路80
"[[121.44295907999998, 31.190149980000037]]",4,爱邦大厦,AF00,310104,零陵路585号
"[[121.42515006000004, 31.19016743999997]]",4,申航大楼,AF00,310104,蒲汇塘路200号
"[[121.50722826000003, 31.190240474999975]]",4,东方尚博创意产业园10号楼,AF00,310115,东方路3539号
"[[121.43906064000001, 31.190252805000018]]",4,嘉汇国际广场C座,AF00,310104,天钥桥路327C楼
"[[121.50590346000001, 31.19026653]]",4,丰华园4号楼,AF00,310115,东方路3601
"[[121.43775779999996, 31.190290425000022]]",4,腾飞大厦,AF00,310104,天钥桥路333号
"[[121.42949958000003, 31.190295329999984]]",4,天文大厦,AF00,310104,南丹路80号
"[[121.50645552000003, 31.190388120000023]]",4,丰华园8号楼,AF00,310115,东方路3601
"[[121.50715806, 31.190390190000016]]",4,东方尚博创意产业园6号楼,AF00,310115,东方路3539号
"[[121.43000070000001, 31.190456204999972]]",4,天文实验楼,AF00,310104,南丹路80
"[[121.43836907999999, 31.19048149500002]]",4,嘉汇国际广场B座,AF00,310104,天钥桥路329号
"[[121.43947158, 31.190483475000008]]",4,嘉汇国际广场E座,AF00,310104,斜土路2601号
"[[121.50584316, 31.190496255]]",4,丰华园3号楼,AF00,310115,东方路3601
"[[121.50688698000003, 31.19049935999999]]",4,东方尚博创意产业园5号楼,AF00,310115,东方路3539号
"[[121.38917579999998, 31.190527440000004]]",4,乔登大楼,AF00,310112,虹许路560号
"[[121.39076447999997, 31.190566185000012]]",4,虹桥元一希尔顿酒店行政楼,AF00,310112,红松东路1116号
"[[121.50769985999997, 31.190581709999964]]",4,东方尚博创意产业园7号楼,AF00,310115,东方路3539号
"[[121.44320964000002, 31.190600294999992]]",4,海洋石油大厦,AF00,310104,零陵路583
"[[121.50789066000003, 31.19065227000003]]",4,东方尚博创意产业园9号楼,AF00,310115,东方路3539号
"[[121.43901042000003, 31.190652584999967]]",4,嘉汇国际广场F座,AF00,310104,天钥桥路327F楼
"[[121.50752921999997, 31.190711130000015]]",4,东方尚博创意产业园4号楼,AF00,310115,东方路3539号
"[[121.44194694, 31.190717925000044]]",4,爱谦大厦,AF00,310104,零陵路599
"[[121.50574289999996, 31.19075581499998]]",4,丰华园2号楼,AF00,310115,东方路3601
"[[121.50635507999999, 31.19076760499998]]",4,丰华园7号楼,AF00,310115,东方路3601
"[[121.50782027999998, 31.190771969999986]]",4,东方尚博创意产业园8号楼,AF00,310115,东方路3539号
"[[121.45655700000003, 31.190842934999996]]",4,冠霖大楼,AF00,310104,中山南二路555号
"[[121.44508380000002, 31.19086363500002]]",4,恒昌花园B座,AF00,310104,零陵路
"[[121.43456064, 31.190864399999995]]",4,金轩大厦,AF00,310104,南丹东路238号
"[[121.50545184000003, 31.190864895000036]]",4,丰华园1号楼,AF00,310115,东方路3601
"[[121.68702468, 31.190882309999967]]",4,清流教育大楼,AF00,310115,妙境路614号
"[[121.41499769999997, 31.190928659999983]]",4,锦辉大厦,AF00,310104,吴中路8号
"[[121.50759960000002, 31.190931225000018]]",4,东方尚博创意产业园3号楼,AF00,310115,东方路3539号
"[[121.43827889999999, 31.190991165000003]]",4,嘉汇国际广场A座,AF00,310104,天钥桥路325号
"[[121.43827889999999, 31.190991165000003]]",4,嘉汇国际广场,AF00,310104,天钥桥路325号
"[[121.50612413999997, 31.191006824999967]]",4,丰华园6号楼,AF00,310115,东方路3601号
"[[121.40847341999998, 31.19103670500004]]",4,虹华大厦,AF00,310104,宋园路155号
"[[121.41548874000001, 31.191049485000033]]",4,脑科大楼,AF00,310104,吴中路6号
"[[121.50730854, 31.19107031999998]]",4,东方尚博创意产业园2号楼,AF00,310115,东方路3539号
"[[121.43574342, 31.191136470000036]]",4,久隆大厦,AF00,310104,南丹东路188
"[[121.69495061999996, 31.191137909999977]]",4,华洲大楼,AF00,310115,川沙路5229
"[[121.43871989999997, 31.191191865]]",4,嘉汇大厦,AF00,310104,天钥桥路327号
"[[121.43871989999997, 31.191191865]]",4,嘉汇国际广场G座,AF00,310104,天钥桥路325号
"[[121.42873799999998, 31.19129360999998]]",4,新旺大厦,AF00,310104,南丹路169
"[[121.39124382000003, 31.19130539999998]]",4,绿景楼,AF00,310112,虹许路568号
"[[121.50410688000005, 31.19131066499997]]",4,万安大楼,AF00,310115,东方路3656
"[[121.45940297999996, 31.19144769000003]]",4,建管大楼,AF00,310104,小木桥路683号
"[[121.41582965999999, 31.19145997499998]]",4,中山酒家办公楼,AF00,310104,中山西路1520－1临
"[[121.43262654000003, 31.191550605000018]]",4,气象大楼,AF00,310104,漕溪北路280
"[[121.50709757999996, 31.19159942999997]]",4,东方尚博创意产业园1号楼,AF00,310115,东方路3539号
"[[121.37569739999996, 31.191656940000023]]",4,华菱大厦,AF00,310112,延安西路3062弄18号
"[[121.43656512000004, 31.191857730000027]]",4,城建地产大厦,AF00,310104,南丹东路161号
"[[121.36788432, 31.192122555]]",4,上海文化金融大厦,AF00,310105,虹桥路2302号
"[[121.45962384000002, 31.19213816999996]]",4,上海外经大厦,AF00,310104,小木桥路681
"[[121.45743971999997, 31.192174575000042]]",4,中粮大厦,AF00,310104,中山南二路440号
"[[121.37171075999998, 31.192419375000046]]",4,虹桥商务大厦2号楼,AF00,310105,剑河路2378
"[[121.43388941999999, 31.192452630000044]]",4,中金国际广场C座,AF00,310104,漕溪北路375
"[[121.44117546000001, 31.192545915000036]]",4,农科大楼,AF00,310104,斜土路2451－3临
"[[121.45434389999997, 31.19257957499998]]",4,枫林医药研究大厦二期,AF00,310104,枫林路
"[[121.50887400000003, 31.192684155000016]]",4,城建设计大厦,AF00,310115,东方路3447
"[[121.70063124000004, 31.192707780000017]]",4,天悦九龙大厦,AF00,310115,川黄路222号
"[[121.43392938, 31.192722585]]",4,中金国际广场B楼,AF00,310104,漕溪北路333
"[[121.43392938, 31.192722585]]",4,中金国际广场,AF00,310104,漕溪北路333
"[[121.44100500000005, 31.192725509999974]]",4,兴都大楼,AF00,310104,南丹东路18号
"[[121.31069777999997, 31.192738020000032]]",4,兆德项目,AF00,310112,核心区I期07－2地块西至申长路
"[[121.43458097999999, 31.192753770000003]]",4,中金国际广场A楼,AF00,310104,漕溪北路331
"[[121.42092095999996, 31.192788824999973]]",4,凯旋大厦,AF00,310104,番禺路1207－1临
"[[121.30779348000002, 31.19290280999999]]",4,龙湖虹桥天街,AF00,310112,核心区I期05地块西至申滨南路
"[[121.41573947999998, 31.19293930499999]]",4,虹桥都市工业大厦,AF00,310104,中山西路1291
"[[121.37934366000003, 31.19294313000004]]",4,森晟世洋国际广场,AF00,310105,虹梅路3721
"[[121.45329197999996, 31.19294789999999]]",4,枫林国际大厦B楼,AF00,310104,
"[[121.37200020000003, 31.192968735000026]]",4,虹桥商务大厦,AF00,310105,虹桥路2272号
"[[121.51017863999998, 31.193067824999964]]",4,三斯商务中心A幢,AF00,310115,浦三路518临
"[[121.39896834000001, 31.193070074999973]]",4,钱江商务广场,AF00,310112,伊犁南路111号
"[[121.4529714, 31.193147249999964]]",4,枫林国际大厦,AF00,310104,
"[[121.4529714, 31.193147249999964]]",4,枫林国际大厦A楼,AF00,310104,
"[[121.41165059999997, 31.193161740000008]]",4,磐石虹三大厦1号楼,AF00,310105,古羊路158
"[[121.41165059999997, 31.193161740000008]]",4,磐石虹三大厦,AF00,310105,古羊路158
"[[121.41109926, 31.19318072999998]]",4,磐石虹三大厦3号楼,AF00,310105,古羊路160
"[[121.51003805999999, 31.193227305000015]]",4,三斯商务中心C幢,AF00,310115,浦三路518临
"[[121.31084754000001, 31.193247555000003]]",4,冠捷科技总部大厦,AF00,310112,申长路
"[[121.50119628, 31.193291025000047]]",4,世博大厦,AF00,310115,浦东南路3588号
"[[121.51028897999996, 31.19335798499999]]",4,三斯商务中心B幢,AF00,310115,浦三路518临
"[[121.41556920000001, 31.19336883]]",4,海螺大厦2号楼,AF00,310105,中山西路1281
"[[121.31190539999997, 31.193405730000034]]",4,虹桥商务区公共事务大厦,AF00,310112,申虹路33号
"[[121.31063783999998, 31.193447804999963]]",4,冠捷科技总部大厦,AF00,310112,核心区I期07－1地块西至申长路
"[[121.41170064000002, 31.193491725000044]]",4,磐石虹三大厦2号楼,AF00,310105,中山西路1420弄16号
"[[121.60155762, 31.19359949999999]]",4,海泰楼,AF00,310115,哈雷路1118号
"[[121.45351248, 31.19364805500001]]",4,枫林国际大厦C楼,AF00,310104,
"[[121.43532257999999, 31.193674830000006]]",4,上海航空科技大厦,AF00,310104,漕溪北路45
"[[121.60264842000001, 31.193689995000017]]",4,凯信国际广场,AF00,310115,哈雷路1133／张衡路1299
"[[121.51872810000002, 31.193722080000008]]",4,生产大楼,AF00,310115,杨高南路1998号
"[[121.30642620000003, 31.193764739999985]]",4,虹桥三湘广场,AF00,310112,核心区I期09地块靠近申滨路
"[[121.43246634, 31.193799570000024]]",4,圣爱大厦,AF00,310104,漕溪北路88号
"[[121.41528857999998, 31.193808165000025]]",4,海螺大厦,AF00,310105,中山西路1277
"[[121.41528857999998, 31.193808165000025]]",4,海螺大厦1号楼,AF00,310105,中山西路1277
"[[121.46726016, 31.193880930000006]]",4,瀛通绿地大厦公寓式办公楼,AF00,310101,日晖东路555号
"[[121.42759553999996, 31.19393061000003]]",4,元福大厦,AF00,310104,虹桥路188－2临
"[[121.30739424000001, 31.19398294500001]]",4,虹桥万通新地中心,AF00,310112,核心区一期04地块西至申滨南路
"[[121.41592001999999, 31.19399928000003]]",4,国峰科技大厦,AF00,310105,中山西路1279弄6
"[[121.42982052000002, 31.194034650000024]]",4,西藏大厦,AF00,310104,虹桥路100
"[[121.43492172000003, 31.194103949999985]]",4,汇嘉大厦,AF00,310104,漕溪北路41号
"[[121.46634845999998, 31.194129509999968]]",4,瀛通绿地大厦,AF00,310101,日晖东路555号
"[[121.68656568000003, 31.194211905000035]]",4,新源商业楼,AF00,310115,新源路501弄
"[[121.46189976000004, 31.194212219999972]]",4,报业大楼,AF00,310104,中山南二路151临
"[[121.41592001999999, 31.194289170000033]]",4,百丽时尚中心,AF00,310105,中山西路1279弄2
"[[121.43324808000003, 31.19446075500002]]",4,上海实业大厦,AF00,310104,漕溪北路18号
"[[121.4151183, 31.194467639999967]]",4,住安中山办公楼B座,AF00,310105,中山西路1265弄12临
"[[121.41563939999995, 31.194478574999984]]",4,湘江大厦,AF00,310105,中山西路1265弄18后门
"[[121.51376118000002, 31.194537659999988]]",4,振华企业广场A座,AF00,310115,东方路3261
"[[121.69424178000001, 31.19453770499999]]",4,川沙大厦,AF00,310115,川沙路5007
"[[121.31205516000001, 31.194634950000044]]",4,虹桥天地,AF00,310112,核心区I期06地块西至申长路
"[[121.51396188000001, 31.19470811999997]]",4,振华企业广场,AF00,310115,东方路3261
"[[121.51431306000003, 31.194759105000013]]",4,振华企业广场B座,AF00,310115,东方路3261
"[[121.46801219999998, 31.194792315000008]]",4,海外滩办公A,AF00,310101,龙华东路868
"[[121.46801219999998, 31.194792315000008]]",4,海外滩,AF00,310101,龙华东路868
"[[121.43595402, 31.194885554999995]]",4,美罗大厦,AF00,310104,天钥桥路30号
"[[121.31015885999997, 31.194897975000046]]",4,虹桥天地－五号楼,AF00,310112,核心区I期06地块西至申长路
"[[121.31035847999996, 31.194917639999986]]",4,虹桥天地－五号楼,AF00,310112,申长路
"[[121.43719673999998, 31.194947789999993]]",4,中福实业大厦,AF00,310104,天钥桥路93号
"[[121.42501002, 31.194965565000043]]",4,中城国际大厦,AF00,310104,
"[[121.42653336000001, 31.19526823500004]]",4,城开国际大厦,AF00,310104,虹桥路355号
"[[121.58671734000002, 31.19531260499998]]",4,博望楼,AF00,310115,华佗路280弄1幢2号
"[[121.51418255999997, 31.19531845500002]]",4,振华企业广场C座,AF00,310115,东方路3261
"[[121.42366703999998, 31.19542294499996]]",4,徐汇软件基地东楼,AF00,310104,虹桥路550号
"[[121.46852376000001, 31.195513259999974]]",4,海外滩办公楼B,AF00,310101,龙华东路858
"[[121.46894460000001, 31.195613970000046]]",4,海外滩金融楼A,AF00,310101,龙华东路818
