Point,Type,NAME,KIND,ADMINCODE,ADDRESS
"[[121.44612924000002, 30.902412194999965]]",2,奉贤区阳光幼儿园,A701,310120,通阳路55
"[[121.80564269999996, 30.90284140500004]]",2,泥城幼儿园,A701,310115,霞光路140
"[[121.45039865999996, 30.903349770000002]]",2,江海幼儿园南部,A701,310120,江海二村131号附近
"[[121.45719599999998, 30.903574410000026]]",2,奉贤区星辰幼儿园星心部,A701,310120,江海花园88
"[[121.72252842000003, 30.90473221499999]]",2,上海奉贤区创新幼儿园,A701,310120,安泰路363
"[[121.75911864, 30.90475917]]",2,满天星幼儿园邵厂分园,A701,310120,C154
"[[121.50607787999998, 30.905847720000004]]",2,奉贤区桃花源幼儿园,A701,310120,优化路37
"[[121.44476610000004, 30.90663746999998]]",2,解放路幼儿园阳光部,A701,310120,育秀路1340
"[[121.63977287999995, 30.906947340000038]]",2,奉贤区金蔷薇幼儿园,A701,310120,
"[[121.82228153999998, 30.906967725000037]]",2,锦乐幼儿园,A701,310115,人民村高桥243号
"[[121.16507093999996, 30.90742825500004]]",2,东风幼儿园·钟楼园,A701,310116,罗星路766
"[[121.46842044000002, 30.908590380000003]]",2,奉贤区育秀幼儿园二分部,A701,310120,浦南园58
"[[121.81809132000004, 30.90869945999997]]",2,百花幼儿园,A701,310115,南芦公路
"[[121.80763655999999, 30.908951190000014]]",2,彭镇幼儿园云秀部,A701,310115,青鸟路150
"[[121.50701081999999, 30.909388455000045]]",2,金星幼儿园,A701,310120,望民路
"[[121.46467824, 30.909729825000046]]",2,奉贤区育秀幼儿园一分部,A701,310120,育秀东区375
"[[121.43073078000003, 30.909764384999974]]",2,奉贤区秀中幼儿园,A701,310120,秀南中心路1002号
"[[121.39224875999996, 30.910176584999974]]",2,奉贤区庄行幼儿园,A701,310120,一新路209
"[[121.45925088, 30.91018526999998]]",2,奉贤区星辰幼儿园辰晨部,A701,310120,育秀路287
"[[121.43913336, 30.910274685000008]]",2,新贝艺术幼儿园,A701,310120,贝港花苑72
"[[121.45045860000002, 30.91033637999996]]",2,江海幼儿园北部,A701,310120,
"[[121.51585169999998, 30.910433850000032]]",2,上海奉贤区厚才幼儿园,A701,310120,清璇路111
"[[121.44249089999998, 30.910550985000043]]",2,贝贝幼儿园,A701,310120,秀南路51
"[[121.64269896000003, 30.911401035000033]]",2,大风车艺术幼儿园,A701,310120,城大路73
"[[121.62697667999998, 30.911919029999993]]",2,奉贤区金色阳光幼儿园,A701,310120,奉城城中路699
"[[121.43416499999996, 30.912386490000035]]",2,行知幼儿园,A701,310120,沪杭公路2128号
"[[121.47588395999999, 30.91257773999996]]",2,青青草幼儿园,A701,310120,正环路289
"[[121.46411627999996, 30.912996419999963]]",2,奉贤区育秀幼儿园总部,A701,310120,南奉公路9325弄118
"[[121.46411627999996, 30.912996419999963]]",2,育秀幼儿园家长学校,A709,310120,南奉公路9325弄118
"[[121.85795592000001, 30.913974990000018]]",2,塘西幼儿园,A701,310115,龙港村塘角118
"[[121.63706459999996, 30.914365545000003]]",2,奉城幼儿园,A701,310120,奉城富民路66号
"[[121.85810622000001, 30.91437503999999]]",2,浦东新区宝宝幼儿园,A701,310115,龙港村塘角120
"[[121.44912498, 30.914461125000006]]",2,解放路幼儿园快乐部,A701,310120,解放新村113～114号附近
"[[121.44144761999999, 30.91517585999999]]",2,金贝幼儿园,A701,310120,秀南路296
"[[121.45378518000003, 30.915199575]]",2,南中路幼儿园,A701,310120,南中路157
"[[121.45006692000004, 30.91538232000002]]",2,解放路幼儿园健康部,A701,310120,南桥新成路48
"[[121.43623769999996, 30.915487214999995]]",2,奉贤区实验幼儿园,A701,310120,新建西路
"[[121.62671730000002, 30.915557819999975]]",2,高桥幼儿园,A701,310120,南奉公路402
"[[121.45805640000002, 30.916618244999963]]",2,古华幼儿园,A701,310120,振贤路95
"[[121.63516722, 30.916866825000014]]",2,奉贤区孝仁幼儿园,A701,310120,新奉公路6725号
"[[121.65636419999996, 30.91743305999997]]",2,七彩桥幼儿园,A701,310120,奉海公路
"[[121.44496499999997, 30.91763097]]",2,南中路幼儿园北区,A701,310120,新建西路
"[[121.46244912000003, 30.917918115000045]]",2,天英双语幼儿园,A701,310120,振贤路305
"[[121.57549506000001, 30.918464235000023]]",2,育苗看护点幼儿园,A701,310120,姚家村路
"[[121.49414423999997, 30.918794489999993]]",2,金海幼儿园,A701,310120,光迎路
"[[121.63628645999998, 30.92027404500002]]",2,九川千千幼儿园奉城园,A701,310120,奉粮路437
"[[121.45660253999998, 30.920412914999964]]",2,奉贤震旦外国语幼儿园,A701,310120,新建中路438
"[[121.63347990000001, 30.920887260000043]]",2,爱贝思幼儿园,A701,310120,奉粮路768－A
"[[121.43396664, 30.922243020000042]]",2,民旺苑幼儿园,A701,310120,南桥运河北路1368
"[[121.67590806000001, 30.922544340000016]]",2,致和幼儿园,A701,310120,
"[[121.47022278, 30.92304487500004]]",2,上海奉贤同汇实验幼儿园,A701,310120,新建东路306号
"[[121.58382312000002, 30.923127315000023]]",2,七彩童年幼儿园,A701,310120,青村南路53
"[[121.46455512000003, 30.92466932999998]]",2,奉贤区树园幼儿园,A701,310120,运河路208号
"[[121.56538536000001, 30.927114135000025]]",2,岳和村育苗双语艺术幼儿园,A701,310120,青村镇岳和村707号
"[[121.6805688, 30.927832649999967]]",2,金麦穗幼儿园,A701,310120,浦东路63号
"[[121.86093258000001, 30.928752225000025]]",2,阳光幼儿园,A701,310115,芸香路136
"[[121.86579185999999, 30.930307920000047]]",2,书院幼儿园石皮泐部,A701,310115,弘中路20号
"[[121.57890821999996, 30.93051010499999]]",2,金宝贝幼儿园,A701,310120,青村人民路378
"[[121.44408065999998, 30.931190145000034]]",2,上海奉贤区宏翔幼儿园,A701,310120,国顺路988
"[[121.68203579999997, 30.931217955000026]]",2,上海小天使幼儿园洪庙园,A701,310120,洪柴路
"[[121.57163712, 30.931391204999972]]",2,青村幼儿园,A701,310120,南明路159
"[[121.21404660000002, 30.931595685000016]]",2,松江区泖港镇中心幼儿园,A701,310117,新乐路137弄180
"[[121.27129614000003, 30.931679295000006]]",2,松江区张泽幼儿园,A701,310117,辕门路121弄1
"[[121.06296918000004, 30.93189488999999]]",2,松江区新浜幼儿园,A701,310117,共青路1196
"[[121.48315433999998, 30.931944660000024]]",2,毓美幼儿园,A701,310120,楚园路197
"[[121.46441580000004, 30.932045909999964]]",2,奉贤区绿叶幼儿园,A701,310120,环城东路885弄336号
"[[121.55068727999998, 30.93218937000002]]",2,方墩未来之星双语幼儿园,A701,310120,沿钱公路3939
"[[121.26988782000004, 30.933989595000025]]",2,上海松江区春阳幼儿园,A701,310117,竹亭路257弄31号
"[[121.79443428, 30.934234844999978]]",2,百花幼儿园,A701,310115,南芦公路
"[[121.45274243999998, 30.93427687499999]]",2,奉浦幼儿园,A701,310120,国顺路510号临附近
"[[121.88144483999997, 30.937028894999965]]",2,洋溢幼儿园,A701,310115,洋溢村香樟路
"[[121.45882194000004, 30.938790779999994]]",2,奉浦幼儿园,A701,310120,八字桥路
"[[121.23104885999999, 30.940093260000026]]",2,新港东幼儿园,A701,310117,叶新公路2837
"[[121.73746734000001, 30.940099425000003]]",2,四团镇远航晶鑫幼儿园,A701,310120,渔墩村渔村939临
"[[121.09961700000005, 30.94017857999998]]",2,松江区新文华幼儿园,A701,310117,文工路
"[[121.72624416, 30.94066845000001]]",2,四团幼儿园,A701,310120,三坎村石家坎340
"[[121.51345985999997, 30.942407475000014]]",2,月亮船幼儿园,A701,310120,万顺路969
"[[121.46066837999996, 30.942464174999998]]",2,聚贤幼儿园,A701,310120,韩谊路199
"[[121.31756478, 30.943655910000015]]",2,育蕾幼儿园,A701,310117,车亭公路1598
"[[121.70783250000001, 30.944537235000016]]",2,奉贤区树苗苗幼儿园,A701,310120,四团村四名647
"[[121.64562090000004, 30.94670470500003]]",2,上海奉贤区蓝天乐幼儿园,A701,310120,头桥东路255弄98号
"[[121.31306369999999, 30.94789135499998]]",2,松江区叶榭镇中心幼儿园,A701,310117,求仁路393弄5号
"[[121.63924817999998, 30.949061130000047]]",2,蓝天艺术幼儿园,A701,310120,西老街路44弄8
"[[121.63765823999996, 30.94984107000001]]",2,金豆豆幼儿园,A701,310120,头桥中路162
"[[121.63957812000001, 30.95065021499999]]",2,金豆豆幼儿园总部,A701,310120,大庆西路41
"[[121.64116806000001, 30.950719784999972]]",2,青峰幼儿园,A701,310120,大庆西路
"[[121.30909163999996, 30.951056295000015]]",2,乐盈幼儿园,A701,310117,思源路3号
"[[121.32803159999996, 30.951941175000044]]",2,新叶幼儿园,A701,310117,孟溪街1
"[[121.63614822, 30.952370070000004]]",2,苗苗幼儿园,A701,310120,桥福路156
"[[121.51010663999999, 30.953650589999995]]",2,奉贤区百曲幼儿园,A701,310120,贤百路175临
"[[121.50425609999996, 30.95489299500003]]",2,金汇幼儿园齐贤分部,A701,310120,四美路19
"[[121.89833604000002, 30.956064930000007]]",2,今日学校幼儿园,A701,310115,三三公路4058
"[[121.49057790000003, 30.957101459999972]]",2,金水苑幼儿园,A701,310120,嘉园路59号
"[[121.75776072, 30.958286940000004]]",2,青青幼儿园,A701,310115,川南奉公路7889号附近
"[[121.13922798, 30.959101980000028]]",2,松江区五厍幼儿园,A701,310117,新五大街28
"[[121.31416061999997, 30.960711719999992]]",2,蓝蜗牛幼儿园,A701,310117,新桥路1
"[[121.85945603999997, 30.96213975000002]]",2,路北幼儿园,A701,310115,三三公路
"[[121.43939994000003, 30.96274445999996]]",2,宇鸿幼儿园,A701,310120,沪杭公路
"[[121.80912570000001, 30.963222179999963]]",2,浦东新区万祥幼儿园,A701,310115,祥苑小区祥安路146号
"[[121.39875234000002, 30.963432689999973]]",2,欣乐幼儿园（邬桥园）,A701,310120,安东路168
"[[121.43403107999998, 30.96411646499997]]",2,奉贤区肖塘幼儿园,A701,310120,南虹路88
"[[121.39576362, 30.96414341999998]]",2,邬桥幼儿园,A701,310120,汇中中路82
"[[121.44097440000002, 30.965686829999964]]",2,上海奉贤区培英幼儿园,A701,310120,陈桥路2402临
"[[121.6381482, 30.966442065000013]]",2,小星辰双语幼儿园,A701,310120,二桥村755号
"[[121.51302498000004, 30.966780555000042]]",2,小森林幼儿园,A701,310120,南行路108号
"[[121.73471549999996, 30.969893024999998]]",2,金色阳光幼儿园,A701,310115,水闸新村2
"[[121.17708846, 30.970131525000014]]",2,松江区石湖荡幼儿园,A701,310117,延寿路15
"[[121.43718593999998, 30.971276955000018]]",2,小哪吒幼儿园,A701,310120,肖玻路455临
"[[121.17725856000003, 30.971900700000024]]",2,伊贝幼儿园,A701,310117,延寿路66临
"[[121.74503634000001, 30.97201981500002]]",2,大团小太阳幼儿园,A701,310115,大芦西路
"[[121.80915468, 30.97249654500003]]",2,万祥苗苗幼儿园,A701,310115,振万路246
"[[121.8610764, 30.973173840000026]]",2,南汇书院镇浦国英幼儿园,A701,310115,
"[[121.50200609999996, 30.97419412499998]]",2,奉贤区金铃子幼儿园,A701,310120,金碧路1980弄31
"[[121.74629597999997, 30.974427989999967]]",2,浦东新区三墩幼儿园,A701,310115,永爱路281
"[[121.73766533999996, 30.974489775000016]]",2,向日葵幼儿园,A701,310115,永春东路
"[[121.73138766000004, 30.976232579999976]]",2,大团镇幼儿园,A701,310115,永春西一路190
"[[121.8686517, 30.97788192000002]]",2,书院幼儿园丽泽部,A701,310115,石潭街79
"[[121.02160914000004, 30.97795013999998]]",2,青浦区蒸淀镇中心幼儿园,A701,310118,蒸裕路150
"[[121.64706576000003, 30.97983226500001]]",2,东新市村幼儿园,A701,310120,
"[[121.17075516, 30.98035386]]",2,上海松江启智幼儿园,A701,310117,
"[[121.85765783999994, 30.98189303999999]]",2,新港幼儿园,A701,310115,丽正路1095弄新舒苑北苑
"[[121.19371866, 30.98194362]]",2,汇聚幼儿园,A701,310117,
"[[121.49961696, 30.983842035000045]]",2,小白领幼儿园,A701,310120,金闸公路
"[[121.64043563999999, 30.984879735000018]]",2,上海奉贤区小逗点幼儿园,A701,310120,
"[[121.55967288000005, 30.985054469999998]]",2,金色摇篮幼儿园,A701,310120,泰日新建路37号附近
"[[121.42807794000001, 30.985294499999963]]",2,上海千千幼儿园,A701,310120,巨龙台湾城17－1
"[[121.58990801999997, 30.98555018999998]]",2,建贤艺术幼儿园,A701,310120,大叶公路
"[[121.11048809999997, 30.98671857000002]]",2,松江区石湖荡幼儿园,A701,310117,学府路
"[[121.56055416000004, 30.98688448499998]]",2,金阳幼儿园晶晶园,A701,310120,泰青公路189号
"[[121.56269778000004, 30.988296540000018]]",2,金阳幼儿园（阳阳园）,A701,310120,泰青公路119弄118
"[[121.49528166000002, 30.988447065000038]]",2,金钱路幼儿园,A701,310120,金钱公路555
"[[121.07696201999997, 30.989873430000017]]",2,上海市青浦区小蒸幼儿园,A701,310118,共喜路
"[[121.49683686, 30.990140595000007]]",2,奉贤区金汇幼儿园,A701,310120,苗汇路21号附近
"[[121.44080358, 30.990161789999984]]",2,好时光连锁幼儿园奉贤园,A701,310120,环城东路629弄38
"[[121.43972196000003, 30.992449049999962]]",2,新南幼儿园,A701,310120,扶港路445
"[[121.35840821999997, 30.99261685499999]]",2,民办新华幼儿园,A701,310112,江川路1800号
"[[121.75474698000004, 30.99275720999997]]",2,三墩中心幼儿园,A701,310115,三宣公路280号附近
"[[121.76577935999998, 30.99326413499999]]",2,笑康幼儿园,A701,310115,川南奉公路
"[[121.50620928000001, 30.993985349999978]]",2,奉贤区亦佳幼儿园金汇园,A701,310120,金汇工业路1288号
"[[121.42462248000001, 30.99424482000004]]",2,奉贤区西渡幼儿园,A701,310120,沿浦路79号
"[[121.46730444000005, 30.994848765000008]]",2,上海奉贤区棒棒堂幼儿园,A701,310120,关港村852
"[[121.24232028, 30.998805615000016]]",2,上海松江区联玉幼儿园,A701,310117,联络公路622临
"[[121.14577602, 30.999558779999983]]",2,博雅幼儿园,A701,310117,松蒸公路
"[[121.45216212000003, 31.000979924999974]]",2,上海童梦幼儿园,A701,310120,西闸公路821号
"[[121.30181316000001, 31.000989689999983]]",2,菲贝尔双语幼儿园,A701,310117,亭联路
"[[121.36748940000004, 31.00129654499997]]",2,昆阳幼儿园,A701,310112,天星路241弄7号昆阳小区
"[[121.42286135999996, 31.00236975000004]]",2,闵行区第四幼儿园浦江花苑分园,A701,310112,浦江路58弄
"[[121.39350444000003, 31.002504344999984]]",2,闵行区华宁路幼儿园,A701,310112,江川路
"[[121.04250228, 31.004791874999984]]",2,青浦区练塘幼儿园,A701,310118,
"[[121.20735906000002, 31.005161325]]",2,松江区仓桥幼儿园,A701,310117,松汇西路1349号
"[[121.20411402000002, 31.00594612500001]]",2,玉树幼儿园,A701,310117,玉树路2255弄
"[[121.42198098000003, 31.006227420000013]]",2,闵行第四幼儿园新闵园区,A701,310112,新闵路522弄41
"[[121.24983024000002, 31.007592180000046]]",2,松江区白云幼儿园,A701,310117,白云新村4
"[[121.23306755999997, 31.007757734999977]]",2,中山幼儿园,A701,310117,佛字桥4号
"[[121.14084690000001, 31.00781610000001]]",2,小昆山幼儿园（大港部）,A701,310117,新港路249识别
"[[121.30554527999999, 31.00837940999999]]",2,松江区车墩幼儿园,A701,310117,影佳路399
"[[121.24638071999998, 31.008431834999975]]",2,松江区方塔幼儿园,A701,310117,方塔东三村11号附近
"[[121.20687792, 31.008528449999975]]",2,玉秀幼儿园,A701,310117,中山西路224号
"[[121.21036307999996, 31.008673349999974]]",2,松江区永丰幼儿园,A701,310117,中山西路150
"[[121.40895006, 31.008876975000035]]",2,闵行新华幼儿园,A701,310112,鹤庆路411弄16号
"[[121.21277688000002, 31.00888669500004]]",2,松江区永丰幼儿园,A701,310117,中山西路62
"[[121.22702280000004, 31.010161545000006]]",2,岳阳幼儿园,A701,310117,秀水新路21
"[[121.41608418, 31.010179634999993]]",2,闵行鹤庆幼儿园,A701,310112,
"[[121.24722078000002, 31.010251140000047]]",2,松江区白云幼儿园海鸥部,A701,310117,中山东路70弄2号
"[[121.25063880000005, 31.01053945500001]]",2,松江区为民幼儿园,A701,310117,金家弄1号附近
"[[121.21818407999996, 31.010832585000017]]",2,西林幼儿园,A701,310117,西林北路66
"[[121.40370035999996, 31.01182591499996]]",2,协和阳光幼儿园,A701,310112,鹤庆路560弄102号
"[[121.2341877, 31.012065810000003]]",2,松江机关幼儿园,A701,310117,松乐路87
"[[121.31559485999998, 31.01218028999997]]",2,上海松江祥东幼儿园,A701,310117,
"[[121.19055102000002, 31.012551135000013]]",2,松江区华亭幼儿园,A701,310117,仓丰路886号
"[[121.20599592000002, 31.012604504999988]]",2,心心宝贝幼儿园,A701,310117,仓丰路206
"[[121.39388442000003, 31.012978949999972]]",2,景谷第二幼儿园一分园,A701,310112,碧江路402弄98
"[[121.4016012, 31.013136]]",2,景谷第一幼儿园瑞丽分园,A701,310112,瑞丽路528弄15
"[[121.41454247999998, 31.013726490000007]]",2,闵行第一幼儿园,A701,310112,鹤庆路136弄138号
"[[121.18640273999998, 31.013752904999972]]",2,玉秀幼儿园,A701,310117,仓华路533
"[[121.39814268, 31.01375695500004]]",2,闵行区景谷第一幼儿园,A701,310112,碧江路401弄49
"[[121.22099730000002, 31.013784224999988]]",2,松江人乐幼儿园,A701,310117,人乐一村14幢45号
"[[121.21744302000002, 31.01409004499998]]",2,松江区西林幼儿园低幼部,A701,310117,西林北路398
"[[121.52723147999998, 31.014274410000045]]",2,上海丰南幼儿园,A701,310112,丰南路1098临
"[[121.2328062, 31.014573164999984]]",2,松江区谷阳幼儿园谷北部,A701,310117,谷北小区74
"[[121.39179534000002, 31.015908225000047]]",2,闵行景谷第二幼儿园,A701,310112,景谷路176弄100
"[[121.42888200000002, 31.016081880000026]]",2,小哈佛好第坊幼儿园,A701,310112,东川路865弄69号
"[[121.77418319999997, 31.016332664999993]]",2,宝宝幼儿园,A701,310115,新村河北路
"[[121.30669224000003, 31.017032594999996]]",2,车墩幼儿园,A701,310117,联营路21弄5
"[[121.30912727999998, 31.01735826000003]]",2,车墩幼儿园（小班部）,A701,310117,虬长路2
"[[121.39650342000002, 31.01765562000003]]",2,景谷第二幼儿园（二分园）,A701,310112,碧江路501弄68
"[[121.21960553999998, 31.018020525000026]]",2,松江荣乐幼儿园,A701,310117,荣乐四村49
"[[121.76898696, 31.018147919999997]]",2,诺诺幼儿园,A701,310115,四墩村725
"[[121.69724382, 31.018251105000008]]",2,浦东新区宣桥幼儿园分部,A701,310115,宣镇东路5
"[[121.42594854000004, 31.018427729999967]]",2,北欧丽景幼儿园,A701,310112,沧源路755弄176号
"[[121.19332553999999, 31.018802220000044]]",2,上海市松江区华亭幼儿园,A701,310117,荣乐西路778
"[[121.40097155999996, 31.020602489999963]]",2,闵行区安宁路幼儿园,A701,310112,凤庆路626
"[[121.19787198000003, 31.020757469999996]]",2,维罗纳幼儿园,A701,310117,仓汇路
"[[121.42103237999996, 31.020921225000045]]",2,上海交通大学闵行幼儿园,A701,310112,
"[[121.64124149999998, 31.02094683000003]]",2,上海浦汇艺术幼儿园,A701,310115,新奉公路455号
"[[121.63585446000002, 31.02136042499997]]",2,莎沙双语幼儿园,A701,310115,新环西路393
"[[121.63885289999996, 31.02189799500004]]",2,上海浦东新区新场镇七巧幼儿园,A701,310115,石笋街261号
"[[121.23700811999996, 31.02217150500002]]",2,松江区谷阳幼儿园谷水部,A701,310117,荣乐中路18弄1
"[[121.23735821999996, 31.022171775000043]]",2,松江区民办彩虹幼儿园,A701,310117,荣乐中路2弄30号
"[[121.59291797999998, 31.02219963000004]]",2,阳光双语幼儿园,A701,310115,环镇南路37
"[[121.24231991999997, 31.022343809999978]]",2,上海快乐幼儿园,A701,310117,方塔北路俞塘支弄110号
"[[121.63756356000003, 31.022848439999986]]",2,石笋幼儿园,A701,310115,新艺路108
"[[121.24129013999996, 31.022903520000014]]",2,松江区蓝天幼儿园,A701,310117,
"[[121.54333607999996, 31.023216180000038]]",2,甜心宝贝幼儿园,A701,310112,闸航路2000弄151号
"[[121.53084300000003, 31.023259334999967]]",2,闵行区乐海幼儿园,A701,310112,北环路
"[[121.41151001999998, 31.023859275000046]]",2,闵行第一幼儿园,A701,310112,凤庆路98
"[[121.38971634000004, 31.024604609999987]]",2,闵行区马桥中心幼儿园,A701,310112,银春路1955弄181
"[[121.59724625999999, 31.025025720000013]]",2,东升幼儿园,A701,310115,
"[[121.59295865999997, 31.025058749999992]]",2,航头幼儿园航兴部,A701,310115,航兴路58
"[[121.21121105999995, 31.025233260000043]]",2,松江区实验幼儿园（分部）,A701,310117,南期昌路889弄166
"[[121.18596137999997, 31.02584543999998]]",2,思贤幼儿园,A701,310117,思贤路
"[[121.77545688000001, 31.026090374999995]]",2,浦东新区黄路幼儿园,A701,310115,文卫路5
"[[121.69630205999997, 31.026765554999994]]",2,浦东新区宣桥幼儿园,A701,310115,宣镇东路785弄8
